index,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6_1,feature_7,feature_8,feature_9,feature_10,feature_11,type,,,,,,
88,3.433114047,-0.261128919,0.726000415,3.029108551,0.050734601,0,91,4.883025595,1.495444759,1598941681,0.481288808,E,,,,,,
89,4.740494911,4.396751698,0.974918307,2.788801302,-0.373622117,0,7,1.311113267,4.139633501,1598941681,0.108446548,A,,,,,,
90,-0.818979585,1.528554085,3.186321888,3.259942798,-0.415515793,1,24,1.227737001,-1.572013418,1598941681,0.954894634,B,,,,,,
91,1.242346249,1.570499688,2.495982532,3.070938778,-0.370605598,0,81,1.881054644,2.341932332,1598941681,0.751077701,A,,,,,,
92,2.043450651,0.18600792,0.292547078,3.198052675,-0.008736961,0,59,0.297575438,-3.013556666,1598941681,0.123199293,B,,,,,,
93,2.060185451,0.204303816,0.838214744,2.992319238,-0.153150665,0,2,0.096023323,3.746967847,1598941681,0.691803867,B,,,,,,
94,2.742007601,1.918492659,1.16579149,3.485635397,-2.175348406,1,93,2.954908973,-4.145428053,1598941681,1.562102912,B,,,,,,
95,1.581319383,1.839072233,-0.284922491,2.641394007,-0.900722318,1,40,0.734644812,1.810671479,1598941681,0.439881178,A,,,,,,
96,4.462013055,1.399497327,2.864558388,3.302186323,-0.113868767,1,73,-6.744393832,-3.350319588,1598941681,0.31032471,D,,,,,,
97,1.087751018,2.877831473,3.109529204,2.6376518,-2.449101603,1,55,0.979846129,-2.729331519,1598941681,0.018649757,B,,,,,,
98,1.53423693,1.637581744,1.945468897,3.37223449,-1.077782175,1,50,-5.187696372,-5.694542166,1598941681,3.93346499,D,,,,,,
99,1.991803253,-1.236564535,1.312127115,3.158538542,0.34782546,1,67,-1.958049469,-1.366052826,1598941681,1.410073248,A,,,,,,
100,0.804598204,1.456277786,-0.116649477,2.831933921,1.364496861,0,58,-3.315849436,-3.292326516,1598941681,0.966761391,D,,,,,,
101,5.680524763,1.365408737,4.136942692,2.953233143,0.309426886,1,93,-1.79686093,-2.081012263,1598941681,2.03201609,C,,,,,,
102,1.597587715,3.576225566,-1.474106233,2.785774172,-1.461511474,1,45,-0.748172868,4.150716698,1598941681,1.77860864,C,,,,,,
103,3.013432076,0.39322233,2.636020906,2.934956798,-0.838294232,0,54,-4.069821795,-0.731428907,1598941681,0.550173667,A,,,,,,
104,0.920590371,0.811689296,3.406450534,2.815683324,0.424549354,0,23,-1.287733504,4.921676716,1598941681,0.570387848,B,,,,,,
105,2.13367767,2.944969525,1.704759917,3.150657297,-1.63940731,1,4,2.735533317,5.16052079,1598941681,0.057435265,C,,,,,,
106,0.874925246,-0.268089542,0.417885369,3.039186848,-0.798274206,1,68,2.167953414,3.573371068,1598941681,0.593836469,C,,,,,,
107,0.725800666,-0.000322894,3.017045952,3.28056185,-1.705633939,1,82,-2.568582205,-3.517660137,1598941681,0.317459552,C,,,,,,
108,2.267651328,1.006506182,0.692421257,3.147865891,-1.861149518,1,55,-2.22142367,2.81619134,1598941681,1.315975212,B,,,,,,
109,3.304682938,0.300863013,2.392180943,2.910141777,-0.934714837,1,37,5.525574121,-2.866453091,1598941681,0.639630695,C,,,,,,
110,2.562247343,1.118098264,1.874692213,2.842088584,-1.107560293,0,43,1.007451511,7.703427034,1598941681,0.415738226,D,,,,,,
111,2.152229147,0.699014048,2.583380685,3.157075343,0.498444246,1,87,1.6197667,-2.321296534,1598941681,2.140447916,B,,,,,,
112,2.219913096,0.351094603,1.32910149,2.668376727,1.025148271,1,82,2.523682537,4.458442942,1598941681,0.211463187,B,,,,,,
113,0.67637906,0.168926895,1.615584265,2.637057488,-0.346714368,1,68,0.367767218,-2.333887315,1598941681,1.246234713,C,,,,,,
114,4.745749513,1.652938888,0.919498942,3.415134622,-1.623540911,1,25,1.577132539,-6.603516167,1598941681,2.155795733,C,,,,,,
115,3.599679263,1.651179108,1.983197691,2.519430773,-0.807860633,0,57,-2.488456494,2.5798257,1598941681,0.586718018,A,,,,,,
116,3.264110712,0.960508015,2.237896054,2.646273174,-0.464493711,0,39,3.837827864,0.833695554,1598941681,0.205875269,D,,,,,,
117,4.692363699,2.965652145,2.807615146,3.061707727,0.099321643,0,30,-3.682667724,-2.460718317,1598941681,2.65558393,C,,,,,,
118,-0.442455366,-0.662670716,0.070401375,2.760398712,0.709407382,0,37,-1.111474424,4.021367893,1598941681,0.091613856,D,,,,,,
119,0.387270488,0.99413993,1.648943547,2.724086117,-1.66850009,0,37,-4.768310823,0.93063986,1598941681,1.400417313,C,,,,,,
120,3.527083877,0.788824599,1.070408803,3.222812317,-0.008813649,0,47,-1.600397012,-6.061581057,1598941681,2.941835818,E,,,,,,
121,4.130337648,1.112549544,0.593584235,2.836141565,-1.745219104,1,72,2.056418255,1.41456299,1598941681,0.486776615,B,,,,,,
122,3.237690101,1.877768812,1.816565641,3.103643959,-2.073861325,0,34,-0.610009953,3.899907978,1598941681,0.147627829,D,,,,,,
123,1.917289435,0.566445149,0.044324809,2.764233029,0.89158299,0,64,0.344566302,1.269453939,1598941681,0.173163785,B,,,,,,
124,0.752946959,1.14153596,0.395233996,3.289542676,-1.653585564,1,30,1.412349362,-6.897771262,1598941681,0.107029722,D,,,,,,
125,4.206995371,-0.222892877,0.813450147,3.400883563,-0.137042004,0,64,-5.133374987,-4.488355264,1598941681,2.028386943,D,,,,,,
126,3.093669384,-0.614482527,-0.872219972,3.287556973,0.161758832,1,96,1.890273194,4.730220964,1598941681,2.120382224,B,,,,,,
127,3.396828067,0.966912607,3.409369192,2.663751828,-1.344218152,0,45,-4.039330789,-3.019924992,1598941681,1.233804032,D,,,,,,
128,1.41160097,-0.367905359,1.568574697,3.161707895,-0.146417566,0,66,-0.144055359,3.378311139,1598941681,2.248962157,B,,,,,,
129,-0.977594347,2.446651511,0.421010871,3.092834324,-2.221520337,0,41,0.974656438,-3.668436957,1598941681,2.149791997,D,,,,,,
130,3.231810407,1.743166981,2.466803962,3.422785156,-1.175897872,1,20,3.023310797,-5.374034954,1598941681,0.038024515,C,,,,,,
131,2.749681932,1.165817695,0.060888519,2.633827103,-0.236412054,1,24,-3.136515574,1.789037564,1598941681,1.3451357,A,,,,,,
132,0.523485241,-1.178520265,0.100031214,2.72143121,0.077038617,1,55,4.201652122,-1.756787864,1598941681,0.129502113,B,,,,,,
133,5.920095675,1.972772668,2.481398037,2.523113102,-0.491166544,1,99,2.262832813,-4.275916607,1598941681,0.240546474,C,,,,,,
134,1.774091636,1.122632815,0.98136955,2.604093049,-1.506793269,0,7,2.602416389,0.792605209,1598941681,0.224481779,B,,,,,,
135,2.853737772,-0.072814153,0.219039649,3.346406677,-0.448608372,1,76,0.793026745,-4.221686054,1598941681,1.003506573,A,,,,,,
136,2.928551927,1.818729029,1.713841061,2.927947104,-1.365526579,0,15,-0.865450383,1.003170074,1598941681,0.694734023,B,,,,,,
137,1.532833749,1.200346822,1.342283981,3.273486281,-0.153561368,1,41,0.353342175,-1.387359162,1598941681,0.987918495,B,,,,,,
138,2.391700833,0.779513782,2.3266049,3.125725418,-0.511915351,0,57,-1.688369767,1.90924442,1598941681,0.004202587,B,,,,,,
139,1.8909454,0.554969032,2.213720259,3.405181691,1.014414574,0,55,2.673775156,5.298574068,1598941681,2.025977387,D,,,,,,
140,0.086410941,4.583430524,0.218619262,3.064366828,-0.387440235,1,8,-2.484699229,-4.87446768,1598941681,2.226489878,C,,,,,,
141,2.63991779,0.843302343,0.456931307,3.133779464,0.525667401,0,36,-0.792201776,1.75005928,1598941681,0.328818231,A,,,,,,
142,1.995756484,1.643502914,2.450348862,2.536811343,0.584559679,0,81,2.697473505,-3.30439929,1598941681,1.017521157,A,,,,,,
143,4.306791153,-0.385199875,0.218503331,2.703042279,-0.899267526,1,40,1.717437096,4.331504127,1598941681,1.363320112,B,,,,,,
144,2.095147715,-0.348269608,2.412367386,2.50193995,-1.755399033,0,46,-2.195989859,3.824216195,1598941681,0.405437414,D,,,,,,
145,2.031122978,1.051284357,1.049178161,2.989935527,-0.118456677,1,24,0.701104661,-6.348869218,1598941681,1.869261491,C,,,,,,
146,2.44326042,1.882093669,1.81895679,2.795844051,0.065876827,1,55,-2.535670279,3.140851463,1598941681,0.169067807,C,,,,,,
147,2.252437875,1.465417824,0.58612246,3.010058891,0.001674516,0,63,-1.123298714,4.856691746,1598941681,1.897672431,D,,,,,,
148,2.647682407,1.237416369,3.143992494,2.9304338,-0.612117611,0,86,1.609844984,-1.77065415,1598941681,0.423720522,B,,,,,,
149,2.649643712,3.121535713,0.918423293,3.22126505,-0.671223563,1,9,3.61899534,1.317056006,1598941681,0.003222927,A,,,,,,
150,1.870126794,0.922196475,0.224431306,3.396835592,1.090989885,0,49,-1.149288065,5.711523008,1598941681,0.046360323,B,,,,,,
151,2.793435823,0.605884743,2.289335454,2.926773676,-1.308456272,1,21,-2.289108916,3.643508802,1598941681,0.931086414,A,,,,,,
152,2.853173985,1.521829317,0.878889324,3.186514754,0.023704252,0,69,0.904934896,-3.182042348,1598941681,3.300710391,B,,,,,,
153,1.914068099,0.114979494,1.704607863,3.470992347,-1.228099107,1,73,0.93295664,3.862121313,1598941681,0.736917107,C,,,,,,
154,1.820411662,2.191512285,0.642721314,2.936047295,-3.09857255,1,27,-2.552057673,4.28469096,1598941681,0.588688507,B,,,,,,
155,-0.351920726,4.032827143,2.39900461,2.594452816,-1.32739106,1,59,-2.760775452,-5.525931294,1598941681,3.381299723,C,,,,,,
156,3.056690628,2.619614096,2.236975445,3.050918507,-1.572408513,1,25,4.607011515,1.552065572,1598941681,2.437853515,B,,,,,,
157,1.912134644,3.31473122,-0.780011517,3.122684742,-1.93445972,1,19,0.655245224,4.120172083,1598941681,0.010955935,C,,,,,,
158,1.111745684,0.516434231,0.563976743,2.529074313,-1.524037094,1,41,2.222180925,5.903805277,1598941681,0.009889111,C,,,,,,
159,0.967102123,1.522700959,1.084871929,3.379621667,-0.11131342,0,31,-1.717942647,3.791470118,1598941681,0.990463052,B,,,,,,
160,1.629885914,2.061011773,1.034537548,3.370893166,-0.882062674,1,59,1.049104307,0.989894288,1598941681,0.053209872,A,,,,,,
161,3.065204284,-0.243928655,0.818441141,2.919168494,-0.568671964,1,77,-3.301489176,-6.21567063,1598941681,0.334252645,D,,,,,,
162,0.48433415,1.546571488,1.884213203,2.934500226,-3.011895932,1,34,0.154881198,1.535787537,1598941681,1.522954314,B,,,,,,
163,4.398196011,0.464216694,-0.420220957,2.863933954,-1.25909347,1,79,-0.28840914,-2.608902196,1598941681,1.841649484,C,,,,,,
164,2.238007826,2.291946418,0.507879911,2.839161012,-1.173078834,1,79,-0.947222978,4.24282336,1598941681,0.58183426,B,,,,,,
165,2.363623455,0.419943294,1.815208114,2.610808335,-1.322039786,0,14,-3.792359375,-1.58750136,1598941681,0.00284753,C,,,,,,
166,2.536605543,2.947363877,2.466947727,3.412199994,-0.220564584,0,3,-0.396478182,3.304101949,1598941681,2.862615164,C,,,,,,
167,3.754036463,1.695834373,1.590351962,3.192955883,-0.688839062,1,55,3.831295315,3.950543009,1598941681,0.952569452,B,,,,,,
168,0.932084095,2.296450676,0.996711848,3.478242626,-0.907710702,0,63,1.872676375,6.002723939,1598941681,0.233849879,D,,,,,,
169,3.655967165,1.466724374,0.468131809,3.131681601,2.015305458,1,19,-0.071811152,-2.569606278,1598941681,3.383268226,A,,,,,,
170,2.366794647,0.507239283,0.271567121,2.549628376,-1.466892795,0,90,2.627822899,5.935374484,1598941681,0.619851402,E,,,,,,
171,-0.721197631,1.274714723,3.131416423,3.374799915,-1.982541779,0,86,4.031168322,-2.13849076,1598941681,0.497400938,C,,,,,,
172,0.112808941,1.167933762,0.816011673,3.057538201,-0.082670274,1,86,-2.717701371,-4.347806135,1598941681,0.050657816,B,,,,,,
173,3.332749411,1.714669688,2.131452285,3.254587155,-0.712885554,0,26,0.273650222,1.629632936,1598941681,0.830694247,B,,,,,,
174,1.916634475,1.112331043,0.041944571,3.177326577,-2.224634329,0,49,2.267971677,-6.587839926,1598941681,3.756386727,D,,,,,,
175,1.979089002,0.702483439,2.494920851,2.824671881,-0.061808261,1,85,1.574479018,1.605113373,1598941681,0.085208722,C,,,,,,
176,1.207200319,2.628384306,0.399969492,3.230283966,0.190497863,0,54,0.56272929,-4.751980309,1598941681,0.415909932,A,,,,,,
177,2.817788012,1.681670022,1.166782848,2.527150052,0.970055261,1,96,-0.670122842,-6.808038165,1598941681,3.693349374,D,,,,,,
178,2.750604466,0.975401821,0.507498504,3.151142859,-0.5921539,0,64,0.855321328,2.563834886,1598941681,0.355161034,B,,,,,,
179,0.829798083,-0.449841518,2.941652219,3.356741592,-0.843549443,1,26,-3.842593995,6.816585494,1598941681,0.112896941,D,,,,,,
180,3.461869266,4.09510224,1.027350647,2.825911645,-1.233497093,0,20,4.562141292,-1.144133294,1598941681,1.225987821,A,,,,,,
181,2.601815846,2.712837771,2.519584806,3.058469889,-1.049359917,1,35,6.531710707,-1.472382795,1598941681,1.060346192,C,,,,,,
182,3.933465812,-0.673310272,-0.029853992,3.252143029,-0.666577885,0,89,-3.381973491,-1.975992015,1598941681,3.040490225,C,,,,,,
183,2.811109182,0.795232755,2.307553426,2.680229589,-2.621166608,1,67,-4.826649187,3.21423744,1598941681,0.799477115,C,,,,,,
184,1.620385488,0.010008416,1.37212366,3.467936006,-0.222369048,0,70,0.346506197,-2.448492952,1598941681,0.042807804,B,,,,,,
185,3.02014502,-0.335716511,1.1632064,3.162873817,-1.619555643,1,40,-1.029130514,-2.431539333,1598941681,1.295809788,B,,,,,,
186,2.570963987,1.141854782,1.462149649,3.28893417,0.180538924,1,37,-2.393600854,-5.302402572,1598941681,0.130356718,C,,,,,,
187,4.366419166,1.713942762,0.834223898,3.420252348,-1.528337848,1,70,-1.455462882,7.130458485,1598941681,0.397043825,E,,,,,,
188,0.398320635,1.980476158,4.848766899,2.997820545,-1.254966642,1,89,-1.442672698,3.791870042,1598941681,0.486076517,C,,,,,,
189,3.12537468,0.726480948,0.393796755,2.816084878,-1.531587688,0,77,-2.193050165,-8.384804568,1598941681,0.585803084,E,,,,,,
190,4.238280944,0.595529418,1.657896993,3.306131422,0.488495054,1,47,5.895814675,2.979889887,1598941681,1.249606658,C,,,,,,
191,2.012740331,1.30017509,2.472369346,2.888650146,-0.411921882,0,35,-3.091636867,1.465715255,1598941681,0.945410594,C,,,,,,
192,1.133860791,-0.937405586,0.219043036,3.379436921,-1.727527791,1,69,0.128752849,-4.125152092,1598941681,0.577757338,C,,,,,,
193,2.648256074,1.503857631,0.789000317,3.40570625,-0.322489473,1,21,1.959189751,-1.771111532,1598941681,0.085805005,B,,,,,,
194,4.284015702,0.570428394,0.296683392,2.628528806,-0.051655618,0,3,0.481324736,-1.841371211,1598941681,1.681550926,A,,,,,,
195,5.450140396,1.715785766,-0.645118116,3.052297833,-0.476642801,0,42,-6.840923587,2.521734479,1598941681,0.072004368,E,,,,,,
196,-0.389806442,2.235094966,-0.877272539,3.118452425,0.562124457,1,1,2.73380556,-1.392145135,1598941681,0.012379641,A,,,,,,
197,0.608155761,0.702638746,0.821917717,2.860004537,1.011399951,0,69,-1.22199174,6.403857515,1598941681,0.230656836,E,,,,,,
198,0.100951892,2.510807558,0.486083374,3.407927317,-1.570345553,1,60,0.724192697,-0.448002851,1598941681,0.012960443,A,,,,,,
199,2.988721529,0.340424829,2.090040509,3.128213026,-1.199849401,0,91,-0.443972133,-3.288025469,1598941681,5.287948496,B,,,,,,
200,2.969836208,0.328815948,0.242000571,3.076861654,-0.237558129,1,9,-2.388809052,2.705605028,1598941681,1.494106808,B,,,,,,
201,3.10691481,1.11162162,1.592312789,3.400962224,-0.877069914,1,2,-0.289653427,6.44933593,1598941681,2.038527285,C,,,,,,
